provinces,cityMunicipality,link
ILOILO,BALASAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/BALASAN.pdf
ILOILO,BANATE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/BANATE.pdf
ILOILO,BAROTAC NUEVO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/BAROTAC_NUEVO.pdf
ILOILO,BAROTAC VIEJO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/BAROTAC_VIEJO.pdf
ILOILO,BATAD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/BATAD.pdf
ILOILO,BINGAWAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/BINGAWAN.pdf
ILOILO,CABATUAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/CABATUAN.pdf
ILOILO,CALINOG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/CALINOG.pdf
ILOILO,CARLES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/CARLES.pdf
ILOILO,CITY OF PASSI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/CITY_OF_PASSI.pdf
ILOILO,CONCEPCION,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/CONCEPCION.pdf
ILOILO,DINGLE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/DINGLE.pdf
ILOILO,DUEÑAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/DUENAS.pdf
ILOILO,DUMANGAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/DUMANGAS.pdf
ILOILO,ESTANCIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/ESTANCIA.pdf
ILOILO,GUIMBAL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/GUIMBAL.pdf
ILOILO,IGBARAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/IGBARAS.pdf
ILOILO,ILOILO CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/ILOILO_CITY.pdf
ILOILO,JANIUAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/JANIUAY.pdf
ILOILO,LAMBUNAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/LAMBUNAO.pdf
ILOILO,LEGANES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/LEGANES.pdf
ILOILO,LEMERY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/LEMERY.pdf
ILOILO,LEON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/LEON.pdf
ILOILO,MAASIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/MAASIN.pdf
ILOILO,MIAGAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/MIAGAO.pdf
ILOILO,MINA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/MINA.pdf
ILOILO,NEW LUCENA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/NEW_LUCENA.pdf
ILOILO,OTON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/OTON.pdf
ILOILO,PAVIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/PAVIA.pdf
ILOILO,POTOTAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/POTOTAN.pdf
ILOILO,SAN DIONISIO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/SAN_DIONISIO.pdf
ILOILO,SAN ENRIQUE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/SAN_ENRIQUE.pdf
ILOILO,SAN JOAQUIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/SAN_JOAQUIN.pdf
ILOILO,SAN MIGUEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/SAN_MIGUEL.pdf
ILOILO,SAN RAFAEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/SAN_RAFAEL.pdf
ILOILO,SANTA BARBARA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/SANTA_BARBARA.pdf
ILOILO,SARA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/SARA.pdf
ILOILO,TIGBAUAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/TIGBAUAN.pdf
ILOILO,TUBUNGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/TUBUNGAN.pdf
ILOILO,ZARRAGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/ILOILO/ZARRAGA.pdf
NEGROS OCCIDENTAL,BACOLOD CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/BACOLOD_CITY.pdf
NEGROS OCCIDENTAL,BAGO CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/BAGO_CITY.pdf
NEGROS OCCIDENTAL,BINALBAGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/BINALBAGAN.pdf
NEGROS OCCIDENTAL,CADIZ CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/CADIZ_CITY.pdf
NEGROS OCCIDENTAL,CALATRAVA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/CALATRAVA.pdf
NEGROS OCCIDENTAL,CANDONI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/CANDONI.pdf
NEGROS OCCIDENTAL,CAUAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/CAUAYAN.pdf
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/EB_MAGALONA.pdf
NEGROS OCCIDENTAL,ESCALANTE CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/ESCALANTE_CITY.pdf
NEGROS OCCIDENTAL,HIMAMAYLAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/HIMAMAYLAN_CITY.pdf
NEGROS OCCIDENTAL,HINIGARAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/HINIGARAN.pdf
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/HINOBA-AN_ASIA.pdf
NEGROS OCCIDENTAL,ILOG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/ILOG.pdf
NEGROS OCCIDENTAL,ISABELA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/ISABELA.pdf
NEGROS OCCIDENTAL,KABANKALAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/KABANKALAN_CITY.pdf
NEGROS OCCIDENTAL,LA CARLOTA CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/LA_CARLOTA_CITY.pdf
NEGROS OCCIDENTAL,LA CASTELLANA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/LA_CASTELLANA.pdf
NEGROS OCCIDENTAL,MANAPLA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/MANAPLA.pdf
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/MOISES_PADILLA.pdf
NEGROS OCCIDENTAL,MURCIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/MURCIA.pdf
NEGROS OCCIDENTAL,PONTEVEDRA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/PONTEVEDRA.pdf
NEGROS OCCIDENTAL,PULUPANDAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/PULUPANDAN.pdf
NEGROS OCCIDENTAL,SAGAY CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/SAGAY_CITY.pdf
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/SALVADOR_BENEDICTO.pdf
NEGROS OCCIDENTAL,SAN CARLOS CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/SAN_CARLOS_CITY.pdf
NEGROS OCCIDENTAL,SAN ENRIQUE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/SAN_ENRIQUE.pdf
NEGROS OCCIDENTAL,SILAY CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/SILAY_CITY.pdf
NEGROS OCCIDENTAL,SIPALAY CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/SIPALAY_CITY.pdf
NEGROS OCCIDENTAL,TALISAY CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/TALISAY_CITY.pdf
NEGROS OCCIDENTAL,TOBOSO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/TOBOSO.pdf
NEGROS OCCIDENTAL,VALLADOLID,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/VALLADOLID.pdf
NEGROS OCCIDENTAL,VICTORIAS CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VI/NEGROS_OCCIDENTAL/VICTORIAS_CITY.pdf
BOHOL,ALBURQUERQUE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/ALBURQUERQUE.pdf
BOHOL,ALICIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/ALICIA.pdf
BOHOL,ANDA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/ANDA.pdf
BOHOL,ANTEQUERA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/ANTEQUERA.pdf
BOHOL,BACLAYON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/BACLAYON.pdf
BOHOL,BALILIHAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/BALILIHAN.pdf
BOHOL,BATUAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/BATUAN.pdf
BOHOL,BIEN UNIDO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/BIEN_UNIDO.pdf
BOHOL,BILAR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/BILAR.pdf
BOHOL,BUENAVISTA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/BUENAVISTA.pdf
BOHOL,CALAPE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/CALAPE.pdf
BOHOL,CANDIJAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/CANDIJAY.pdf
BOHOL,CARMEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/CARMEN.pdf
BOHOL,CATIGBIAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/CATIGBIAN.pdf
BOHOL,CLARIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/CLARIN.pdf
BOHOL,CORELLA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/CORELLA.pdf
BOHOL,CORTES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/CORTES.pdf
BOHOL,DAGOHOY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/DAGOHOY.pdf
BOHOL,DANAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/DANAO.pdf
BOHOL,DAUIS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/DAUIS.pdf
BOHOL,DIMIAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/DIMIAO.pdf
BOHOL,DUERO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/DUERO.pdf
BOHOL,GARCIA HERNANDEZ,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/GARCIA_HERNANDEZ.pdf
BOHOL,GETAFE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/GETAFE.pdf
BOHOL,GUINDULMAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/GUINDULMAN.pdf
BOHOL,INABANGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/INABANGA.pdf
BOHOL,JAGNA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/JAGNA.pdf
BOHOL,LILA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/LILA.pdf
BOHOL,LOAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/LOAY.pdf
BOHOL,LOBOC,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/LOBOC.pdf
BOHOL,LOON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/LOON.pdf
BOHOL,MABINI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/MABINI.pdf
BOHOL,MARIBOJOC,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/MARIBOJOC.pdf
BOHOL,PANGLAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/PANGLAO.pdf
BOHOL,PILAR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/PILAR.pdf
BOHOL,PRES. CARLOS P. GARCIA (PITOGO),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/PRESIDENT_CARLOS_P_GARCIA_(PITOGO).pdf
BOHOL,SAGBAYAN (BORJA),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/SAGBAYAN_(BORJA).pdf
BOHOL,SAN ISIDRO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/SAN_ISIDRO.pdf
BOHOL,SAN MIGUEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/SAN_MIGUEL.pdf
BOHOL,SEVILLA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/SEVILLA.pdf
BOHOL,SIERRA BULLONES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/SIERA_BULLONES.pdf
BOHOL,SIKATUNA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/SIKATUNA.pdf
BOHOL,TAGBILARAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/TAGBILARAN_CITY.pdf
BOHOL,TALIBON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/TALIBON.pdf
BOHOL,TRINIDAD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/TRINIDAD.pdf
BOHOL,TUBIGON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/TUBIGON.pdf
BOHOL,UBAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/UBAY.pdf
BOHOL,VALENCIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/BOHOL/VALENCIA.pdf
CEBU,ALCANTARA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/ALCANTARA.pdf
CEBU,ALCOY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/ALCOY.pdf
CEBU,ALEGRIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/ALEGRIA.pdf
CEBU,ALOGUINSAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/ALOGUINSAN.pdf
CEBU,ARGAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/ARGAO.pdf
CEBU,ASTURIAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/ASTURIAS.pdf
CEBU,BADIAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/BADIAN.pdf
CEBU,BALAMBAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/BALAMBAN.pdf
CEBU,BANTAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/BANTAYAN.pdf
CEBU,BARILI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/BARILI.pdf
CEBU,BOGO CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/BOGO_CITY.pdf
CEBU,BOLJOON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/BOLJOON.pdf
CEBU,BORBON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/BORBON.pdf
CEBU,CARCAR CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/CARCAR_CITY.pdf
CEBU,CARMEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/CARMEN.pdf
CEBU,CATMON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/CATMON.pdf
CEBU,CEBU CITY 1ST DISTRICT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/CEBU_CITY_1ST.pdf
CEBU,CEBU CITY 2ND DISTRICT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/CEBU_CITY_2ND.pdf
CEBU,COMPOSTELA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/COMPOSTELA.pdf
CEBU,CONSOLACION,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/CONSOLACION.pdf
CEBU,CORDOBA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/CORDOBA.pdf
CEBU,DAANBANTAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/DAANBANTAYAN.pdf
CEBU,DALAGUETE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/DALAGUETE.pdf
CEBU,DANAO CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/DANAO_CITY.pdf
CEBU,DUMANJUG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/DUMANJUG.pdf
CEBU,GINATILAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/GINATILAN.pdf
CEBU,LAPU-LAPU CITY (OPON),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/LAPU-LAPU_CITY.pdf
CEBU,LILOAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/LILOAN.pdf
CEBU,MADRIDEJOS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/MADRIDEJOS.pdf
CEBU,MALABUYOC,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/MALABUYOC.pdf
CEBU,MANDAUE CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/MANDAUE_CITY.pdf
CEBU,MEDELLIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/MEDELLIN.pdf
CEBU,MINGLANILLA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/MINGLANILLA.pdf
CEBU,MOALBOAL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/MOALBOAL.pdf
CEBU,NAGA CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/NAGA_CITY.pdf
CEBU,OSLOB,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/OSLOB.pdf
CEBU,PILAR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/PILAR.pdf
CEBU,PINAMUNGAJAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/PINAMUNGAJAN.pdf
CEBU,PORO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/PORO.pdf
CEBU,RONDA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/RONDA.pdf
CEBU,SAMBOAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/SAMBOAN.pdf
CEBU,SAN FERNANDO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/SAN_FERNANDO.pdf
CEBU,SAN FRANCISCO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/SAN_FRANCISCO.pdf
CEBU,SAN REMIGIO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/SAN_REMIGIO.pdf
CEBU,SANTA FE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/SANTA_FE.pdf
CEBU,SANTANDER,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/SANTANDER.pdf
CEBU,SIBONGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/SIBONGA.pdf
CEBU,SOGOD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/SOGOD.pdf
CEBU,TABOGON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/TABOGON.pdf
CEBU,TABUELAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/TABUELAN.pdf
CEBU,TALISAY CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/TALISAY_CITY.pdf
CEBU,TOLEDO CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/TOLEDO_CITY.pdf
CEBU,TUBURAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/TUBURAN.pdf
CEBU,TUDELA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/CEBU/TUDELA.pdf
NEGROS ORIENTAL,AMLAN (AYUQUITAN),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/NEGROS_ORIENTAL/AMLAN.pdf
NEGROS ORIENTAL,AYUNGON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/NEGROS_ORIENTAL/AYUNGON.pdf
NEGROS ORIENTAL,BACONG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_VII/NEGROS_ORIENTAL/BACONG.pdf
